timestamp_ms,handedness,lm0_x,lm0_y,lm0_z,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z
523,Left,0.6103863716125488,0.9267823696136475,-4.67547295102122e-07,0.6071081757545471,0.8465590476989746,0.0015883034793660045,0.5899664759635925,0.7785459160804749,-0.007090696133673191,0.5668215751647949,0.7316872477531433,-0.017467569559812546,0.5488150119781494,0.7055678367614746,-0.03068213351070881,0.5737777948379517,0.7518038749694824,-0.03690212965011597,0.5209544897079468,0.7219820022583008,-0.055505331605672836,0.49651899933815,0.7599921226501465,-0.05969451740384102,0.486188143491745,0.8021388649940491,-0.06011379882693291,0.5704218745231628,0.7983772158622742,-0.04871637374162674,0.5007573366165161,0.7788287401199341,-0.06887440383434296,0.46941113471984863,0.8277091383934021,-0.07104160636663437,0.4592372179031372,0.8701698780059814,-0.0719146579504013,0.5667722821235657,0.8534436225891113,-0.05890771746635437,0.4983755946159363,0.8329285979270935,-0.07905904948711395,0.46720775961875916,0.8773127198219299,-0.07532928138971329,0.45898035168647766,0.9132312536239624,-0.07147816568613052,0.5615172386169434,0.9120614528656006,-0.06775172054767609,0.5054160356521606,0.8981302976608276,-0.08421247452497482,0.4808589816093445,0.9235378503799438,-0.08054884523153305,0.47288620471954346,0.9449974298477173,-0.07624401152133942
584,Left,0.6045250296592712,0.972893238067627,-2.500991058695945e-07,0.6052241325378418,0.9143689870834351,0.0071877967566251755,0.5869786739349365,0.8611509799957275,0.0039087217301130295,0.5554512143135071,0.8378478288650513,-0.0015797314699739218,0.5286723971366882,0.8260415196418762,-0.00967886857688427,0.5785888433456421,0.8247305750846863,-0.024908822029829025,0.5307863354682922,0.7590592503547668,-0.03964553400874138,0.4942222833633423,0.7414799332618713,-0.04299326241016388,0.4683530926704407,0.736025333404541,-0.0436072051525116,0.5757945775985718,0.8414042592048645,-0.03757389262318611,0.5146616101264954,0.783721387386322,-0.05995381250977516,0.48204588890075684,0.8239668607711792,-0.059495482593774796,0.4720047116279602,0.8735219836235046,-0.053503312170505524,0.572210431098938,0.8775189518928528,-0.048656877130270004,0.5145236253738403,0.8321911096572876,-0.07030702382326126,0.4855695366859436,0.8759118914604187,-0.06750094145536423,0.4776225686073303,0.9170203804969788,-0.06006333976984024,0.5664098262786865,0.9221146106719971,-0.0578487366437912,0.5172402858734131,0.9000334143638611,-0.07598453760147095,0.49331626296043396,0.9338713884353638,-0.07533986866474152,0.48691999912261963,0.9685302972793579,-0.07051602005958557
645,Left,0.638455331325531,0.987774133682251,-3.152753436097555e-07,0.6295437216758728,0.9296274185180664,0.0042443349957466125,0.6047398447990417,0.8783672451972961,-0.0032934232149273157,0.5703026056289673,0.8507080078125,-0.012372225522994995,0.5393987894058228,0.8399154543876648,-0.023006867617368698,0.6034531593322754,0.8419533371925354,-0.02890387736260891,0.545211136341095,0.7864022254943848,-0.04979437217116356,0.5092954635620117,0.8075029253959656,-0.05800643190741539,0.4963231682777405,0.8417348265647888,-0.060408446937799454,0.601250410079956,0.8617696762084961,-0.04045526310801506,0.5320073366165161,0.7936114072799683,-0.060735173523426056,0.4968820810317993,0.8253916501998901,-0.06256850808858871,0.48660439252853394,0.8676883578300476,-0.06064889580011368,0.5945563316345215,0.898461639881134,-0.050935402512550354,0.5250425338745117,0.8450499773025513,-0.06857828795909882,0.49476027488708496,0.8757196664810181,-0.06512751430273056,0.4876493811607361,0.9079521894454956,-0.05993667244911194,0.5837240219116211,0.9436283707618713,-0.05995814502239227,0.5275747179985046,0.9104306697845459,-0.07440368086099625,0.505451500415802,0.9273540377616882,-0.07164602726697922,0.5004253387451172,0.9488630294799805,-0.06694810837507248
709,Left,0.654197633266449,1.0181715488433838,-1.653395429457305e-07,0.6490161418914795,0.9623185396194458,0.0011309835826978087,0.622403085231781,0.9059755802154541,-0.007569023873656988,0.5825621485710144,0.8726085424423218,-0.01642834208905697,0.5482388138771057,0.8621394634246826,-0.026187388226389885,0.6221919059753418,0.8797820210456848,-0.03592236340045929,0.5577619671821594,0.805233359336853,-0.05707140266895294,0.5167902112007141,0.8101215362548828,-0.0635165423154831,0.4974513649940491,0.8343386054039001,-0.0634240061044693,0.6166571378707886,0.8990805149078369,-0.04465343803167343,0.5435722470283508,0.8078916668891907,-0.06757897138595581,0.5057632327079773,0.8333092331886292,-0.0679764673113823,0.49354222416877747,0.8762385845184326,-0.06248695030808449,0.6043509244918823,0.933323323726654,-0.05181268975138664,0.531136155128479,0.8652140498161316,-0.071346215903759,0.5067943930625916,0.900394082069397,-0.06559932231903076,0.5070586204528809,0.9395771026611328,-0.05597380921244621,0.5871652960777283,0.9763162136077881,-0.057504866272211075,0.5266384482383728,0.9331690073013306,-0.07074379920959473,0.505730926990509,0.9560400247573853,-0.0656113401055336,0.5043271780014038,0.986208975315094,-0.05775688588619232
773,Left,0.6560292840003967,1.0679008960723877,-1.3089281480915815e-07,0.653182327747345,1.000304102897644,-0.0014241465833038092,0.6294397115707397,0.9272816777229309,-0.01181161217391491,0.5897485613822937,0.8886644840240479,-0.022127686068415642,0.5552469491958618,0.8799834251403809,-0.033384304493665695,0.6323572397232056,0.895383358001709,-0.037895381450653076,0.5651144981384277,0.8194052577018738,-0.061790041625499725,0.5219257473945618,0.8171350955963135,-0.06953328102827072,0.5012538433074951,0.8346354961395264,-0.06999631971120834,0.6230234503746033,0.9224613308906555,-0.046622056514024734,0.5451096892356873,0.8259339928627014,-0.07349375635385513,0.5089240670204163,0.8543851375579834,-0.07631479948759079,0.49951738119125366,0.8972199559211731,-0.07142355293035507,0.6067215800285339,0.9622741341590881,-0.054069504141807556,0.5294408798217773,0.8868163228034973,-0.0771273523569107,0.5039635896682739,0.9236889481544495,-0.07385340332984924,0.5039167404174805,0.961887538433075,-0.06462475657463074,0.5860430598258972,1.0095431804656982,-0.0602029487490654,0.5247500538825989,0.959913432598114,-0.07569871842861176,0.5018556714057922,0.9774926900863647,-0.07314901798963547,0.49753260612487793,1.0008134841918945,-0.06652916967868805
835,Left,0.6441802382469177,1.0925129652023315,-8.24624777351346e-08,0.6466364860534668,1.012242078781128,-0.0019266805611550808,0.6267380118370056,0.9249848127365112,-0.011316481977701187,0.5878263711929321,0.8745566010475159,-0.019941305741667747,0.5526602864265442,0.8604469895362854,-0.030134685337543488,0.6307830214500427,0.8885452747344971,-0.0396665595471859,0.5691829323768616,0.8101178407669067,-0.05996369943022728,0.5279320478439331,0.8095892071723938,-0.0662137046456337,0.5055010318756104,0.828366756439209,-0.06698323041200638,0.6139333844184875,0.9251899719238281,-0.04848835989832878,0.5379272699356079,0.8261513710021973,-0.06798156350851059,0.5043271780014038,0.8404244184494019,-0.06881438940763474,0.49351727962493896,0.8711063265800476,-0.06614838540554047,0.5926111340522766,0.9767612814903259,-0.05557667091488838,0.5164315700531006,0.8925951719284058,-0.07572019845247269,0.49873149394989014,0.9273152351379395,-0.07048161327838898,0.5033173561096191,0.9655598402023315,-0.06222683563828468,0.5692468881607056,1.0344078540802002,-0.06134438142180443,0.5133938193321228,0.9778555631637573,-0.07912512868642807,0.5002255439758301,0.9953565001487732,-0.07587283104658127,0.5031936168670654,1.0212912559509277,-0.06922908872365952
878,Left,0.6386076807975769,1.0807443857192993,-1.2452734665657772e-07,0.6398203372955322,1.001181960105896,-8.151205111062154e-05,0.6175093650817871,0.9181548357009888,-0.007987085729837418,0.5734544992446899,0.8656822443008423,-0.015475460328161716,0.5357062816619873,0.8467710018157959,-0.024405578151345253,0.6150515675544739,0.8733536005020142,-0.03624442219734192,0.539808988571167,0.7983785271644592,-0.050583843141794205,0.4980566203594208,0.8007328510284424,-0.05174288526177406,0.4778936505317688,0.8203110694885254,-0.0493583120405674,0.6007503271102905,0.9061446189880371,-0.043578628450632095,0.5178658962249756,0.8166622519493103,-0.05713548883795738,0.4823627173900604,0.8332635164260864,-0.05429486930370331,0.4708278179168701,0.8696587085723877,-0.050384219735860825,0.5787478685379028,0.951180100440979,-0.04891020804643631,0.4994606375694275,0.8789489269256592,-0.06352764368057251,0.47441813349723816,0.9120145440101624,-0.05779768526554108,0.4724440574645996,0.9546903967857361,-0.05125832557678223,0.5517849922180176,1.002518653869629,-0.05277841538190842,0.4912544786930084,0.9467695951461792,-0.06610597670078278,0.4707012176513672,0.9660259485244751,-0.06221717596054077,0.46625080704689026,0.9971120357513428,-0.05654772371053696
934,Left,0.637730598449707,1.0868701934814453,-2.387106974310882e-07,0.6358584761619568,1.0019493103027344,0.003906280733644962,0.60622239112854,0.9155091047286987,0.0006193379522301257,0.5608457326889038,0.8626658320426941,-0.0035403466317802668,0.5210533738136292,0.8475324511528015,-0.009496220387518406,0.5989726781845093,0.8623676896095276,-0.025401627644896507,0.5210663080215454,0.7986217737197876,-0.03894830122590065,0.4880654513835907,0.8302690982818604,-0.040386784821748734,0.4841957092285156,0.8728605508804321,-0.03830942139029503,0.5840601921081543,0.8973654508590698,-0.03509916365146637,0.4930787682533264,0.8186079263687134,-0.04924489185214043,0.46431681513786316,0.8622536063194275,-0.04625674709677696,0.46619755029678345,0.914149820804596,-0.040544286370277405,0.5638754963874817,0.9517673254013062,-0.04313020408153534,0.4758090376853943,0.8845994472503662,-0.06083216890692711,0.45528286695480347,0.9319928288459778,-0.05550535023212433,0.4631083905696869,0.9772282242774963,-0.04729316383600235,0.5410521626472473,1.0180953741073608,-0.04906490072607994,0.4729475975036621,0.972565770149231,-0.06685172021389008,0.4604388177394867,1.005157470703125,-0.06315068900585175,0.4698854982852936,1.0405497550964355,-0.05553525686264038
980,Left,0.6305832862854004,1.1213908195495605,-2.7589442197495373e-07,0.6349982619285583,1.0244392156600952,0.007324503269046545,0.6093900799751282,0.9285890460014343,0.0071164695546031,0.566594123840332,0.8677108287811279,0.005941229872405529,0.5235223770141602,0.8541950583457947,0.0043098353780806065,0.5898302793502808,0.8711581230163574,-0.018700765445828438,0.5150147676467896,0.7941648364067078,-0.02999916858971119,0.4889535903930664,0.8319585919380188,-0.02900123782455921,0.4939016103744507,0.8756171464920044,-0.02518485300242901,0.5681689977645874,0.9080556631088257,-0.02757761999964714,0.48042362928390503,0.8300147652626038,-0.03984331712126732,0.4640648663043976,0.8790552020072937,-0.03379218280315399,0.47673922777175903,0.9235098361968994,-0.02586876042187214,0.5457450747489929,0.9661524295806885,-0.0347210168838501,0.46292340755462646,0.9063025712966919,-0.04543400928378105,0.45379525423049927,0.9547280073165894,-0.0342019759118557,0.46736931800842285,0.9911412000656128,-0.023600270971655846,0.5257959365844727,1.0377076864242554,-0.040229473263025284,0.4638219475746155,0.9968385100364685,-0.04738972336053848,0.4573391079902649,1.0272269248962402,-0.037996936589479446,0.4690170884132385,1.0534262657165527,-0.0281404796987772
1033,Left,0.6398849487304688,1.1259454488754272,-2.550512192556198e-07,0.6398891806602478,1.0227229595184326,0.010332200676202774,0.6100737452507019,0.9288394451141357,0.01047779992222786,0.5680736303329468,0.8729487657546997,0.008813844062387943,0.5248011350631714,0.8679916858673096,0.006845047231763601,0.5857316255569458,0.8693965673446655,-0.013716318644583225,0.508197009563446,0.7958556413650513,-0.023842979222536087,0.49281588196754456,0.8340093493461609,-0.023411579430103302,0.5045149326324463,0.8691139817237854,-0.020040636882185936,0.5591419339179993,0.9156786799430847,-0.023392070084810257,0.47663334012031555,0.8366758823394775,-0.033532653003931046,0.47113826870918274,0.8827181458473206,-0.027083896100521088,0.48960423469543457,0.9194656014442444,-0.019250541925430298,0.535531759262085,0.9794387221336365,-0.031158827245235443,0.4584641456604004,0.9083805084228516,-0.039181552827358246,0.45799386501312256,0.9513553380966187,-0.026988862082362175,0.4757978320121765,0.9824302196502686,-0.016068486496806145,0.5177363157272339,1.0530564785003662,-0.03717096522450447,0.4589051604270935,1.0017497539520264,-0.04106833413243294,0.45848482847213745,1.0263615846633911,-0.02980993501842022,0.4737400710582733,1.0488463640213013,-0.018898772075772285
